0,1,2,3
-0.6161246228338872,-0.82190071750279,-0.8769256364608167,-0.8835765320247203
-0.6161246228338872,-1.132543397279653,-0.8769256364608167,-0.9564164852533892
-0.41931679727710763,-0.04529401806063253,-0.49770606249188487,-0.5193767658813763
-0.41931679727710763,-0.6665793776143585,-0.49770606249188487,-0.7136166411578264
-0.41931679727710763,-0.6665793776143585,0.07112329846151273,-0.325136890604926
-0.41931679727710763,-0.04529401806063253,-0.8137223741326614,-0.7621766099769389
-0.5880092191829223,-0.932844531708795,-0.2900382005565176,-0.4014454130349615
-0.41931679727710763,-0.9772220573912215,0.13432656078966804,-0.22801695296670094
1.9423771094042472,2.4398474201542713,2.4096440046032583,2.3942213632653764
-0.41931679727710763,0.26534866171623045,-0.11848648852295314,-0.17945698414758837
1.155145807177129,0.5759913414930934,1.398391807352774,1.4230219868831258
-0.41931679727710763,-0.3559366978374955,-0.5609093248200402,-0.2765769217858135
-0.41931679727710763,-0.04529401806063253,-0.2448930131792637,0.06334285994797437
-0.6161246228338872,-0.20061535794906402,-0.8769256364608167,-0.6893366567482702
-0.6161246228338872,-0.82190071750279,-0.8137223741326614,-0.859296547615164
-0.41931679727710763,-0.3559366978374955,-0.11848648852295314,-0.3736968594240386
-0.41931679727710763,-0.3559366978374955,-0.11848648852295314,0.20902276640531203
-0.6161246228338872,-0.511258037725927,-1.0665354234452824,-0.9321365008438329
1.155145807177129,-0.6665793776143585,0.8927657087275315,0.646062485777325
-0.8129324483906668,-0.04529401806063253,-0.6241125871481955,-0.7136166411578264
-0.8129324483906668,-0.3559366978374955,-0.9401288987889719,-0.8107365787960515
1.155145807177129,1.8185620606005453,1.9040179059780162,2.0057416127124763
-0.41931679727710763,-0.9772220573912215,-0.3712995378355743,-0.42225682824315114
-0.6161246228338872,-0.20061535794906402,-1.0665354234452824,-0.7621766099769389
-0.41931679727710763,-0.6665793776143585,-0.3712995378355743,-0.5679367347004888
-0.41931679727710763,-0.04529401806063253,-0.49770606249188487,-0.5679367347004888
-0.6161246228338872,-0.6665793776143585,-0.750519111804506,-0.7864565943864953
-0.2618705368316838,-0.16955108997137727,-0.32073692797305003,-0.4416808157707961
-0.41931679727710763,0.5759913414930934,-0.11848648852295314,0.014782891128861823
-0.6161246228338872,-0.3559366978374955,-0.8769256364608167,-0.7621766099769389
